circRNAs	Normal1_count	Normal2_count	Normal3_count	Tumor1_count	Tumor2_count	Tumor3_count
novel_circ_000270	2.738302458	9.28723714	6.593577455	0	0	0
novel_circ_000271	3.651069944	8.194621006	16.3269537	13.04207945	0	0
novel_circ_000272	4.56383743	7.102004872	8.477456728	0	0	0
novel_circ_000274	14.60427978	0.546308067	0	1.304207945	0	0
novel_circ_000276	9.127674861	7.648312939	3.453778667	0	0	0
novel_circ_000281	7.302139889	2.731540335	9.419396364	0	0	0
novel_circ_000291	29.20855955	5.463080671	0	19.56311917	0	0
novel_circ_000297	10.04044235	0.546308067	0	5.216831779	0	0
novel_circ_000298	9.127674861	0.546308067	4.081738424	5.216831779	0	0
novel_circ_000299	14.60427978	0.546308067	5.023678061	0	23.20967991	79.18910614
novel_circ_000303	1.825534972	1.638924201	18.21083297	0	0	0
novel_circ_000306	12.77874481	8.740929073	4.081738424	0	0	0
novel_circ_000310	1.825534972	8.194621006	0	0	0	0.870209958
novel_circ_000326	6.389372403	6.555696805	6.907557334	0	0	0
novel_circ_000329	1.825534972	3.277848402	0	0	19.34139992	0
novel_circ_000335	20.08088469	63.37173578	0	14.34628739	61.89247975	0
novel_circ_000339	230.0174065	80.85359393	0	7.825247669	0	0
novel_circ_000343	9.127674861	2.731540335	5.023678061	10.43366356	0	0
novel_circ_000344	8.214907375	14.20400974	23.23451103	13.04207945	23.20967991	0
novel_circ_000351	22.81918715	28.40801949	5.965617697	0	0	0
novel_circ_000352	1.825534972	6.555696805	4.395718303	0	0	0
novel_circ_000357	7.302139889	1.092616134	0	5.216831779	0	0
novel_circ_000372	241.8833838	66.10327612	17.89685309	106.9450515	0	0
novel_circ_000373	25.55748961	16.38924201	11.93123539	10.43366356	23.20967991	0
novel_circ_000374	12.77874481	4.370464537	3.453778667	0	0	0
novel_circ_000376	116.8342382	77.57574552	99.53162158	48.25569396	0	0
novel_circ_000378	38.33623442	17.48185815	2.825818909	37.8220304	0	0
novel_circ_000379	124.1363781	40.97310503	43.64320315	11.7378715	0	0
novel_circ_000380	92.18951609	54.63080671	42.70126352	39.12623834	0	0
novel_circ_000381	3.651069944	4.916772604	3.453778667	0	0	0
novel_circ_000383	4.56383743	0	4.395718303	6.521039724	0	0
novel_circ_000386	7.302139889	0.546308067	0	6.521039724	112.1801196	0
