circRNAs	Normal1_count	Normal2_count	Normal3_count	Tumor1_count	Tumor2_count	Tumor3_count
novel_circ_009733	37.42346693	6.555696805	6.593577455	66.51460518	0	0
novel_circ_009734	72.1086314	43.70464537	0.627959758	119.9871309	0	0
novel_circ_009735	86.71291118	24.58386302	18.83879273	0	0	0
novel_circ_009736	19.16811721	15.29662588	3.139798788	0	0	0
novel_circ_009739	5.476604917	1.092616134	5.33765794	0	0	0
novel_circ_009742	12.77874481	6.555696805	6.593577455	2.60841589	0	0
novel_circ_009748	0	1.092616134	4.081738424	65.21039724	375.2231585	131.4017036
novel_circ_009759	188.0301021	71.56635679	27.00226958	92.59876408	0	0
novel_circ_009761	45.6383743	14.75031781	0	7.825247669	0	0
novel_circ_009777	10.04044235	19.66709041	5.965617697	70.42722902	0	0
novel_circ_009782	11.86597732	8.194621006	33.90982691	0	0	0
novel_circ_009785	3.651069944	2.185232268	13.50113479	14.34628739	0	0
novel_circ_009787	396.141089	163.8924201	153.8501406	135.6376263	19.34139992	130.5314936
novel_circ_009805	43.81283933	15.29662588	48.35290134	59.99356546	0	114.8677144
novel_circ_009806	8.214907375	11.47246941	60.91209649	18.25891123	15.47311994	19.14461907
novel_circ_009807	29.20855955	15.29662588	63.7379154	32.60519862	3.868279985	5.221259745
novel_circ_009813	0.912767486	4.916772604	3.767758546	0	0	0
novel_circ_009824	1.825534972	2.731540335	2.825818909	13.04207945	0	0
novel_circ_009825	11.86597732	8.194621006	0	22.17153506	0	0
novel_circ_009829	15.51704726	14.75031781	0	48.25569396	0	0
novel_circ_009830	1.825534972	2.185232268	0	9.129455613	0	0
novel_circ_009831	6.389372403	6.009388738	0	9.129455613	0	0
novel_circ_009843	12.77874481	6.009388738	0	1.304207945	0	0
novel_circ_009847	120.4853082	52.44557444	32.96788727	28.69257478	0	0
novel_circ_009848	15.51704726	29.50063562	21.35063176	16.95470328	139.2580794	68.74658665
novel_circ_009854	1.825534972	6.555696805	0	22.17153506	0	0
novel_circ_009856	20.99365218	4.370464537	0	2.60841589	0	0
novel_circ_009862	6.389372403	1.638924201	12.24521527	0	0	0
novel_circ_009877	1.825534972	1.638924201	14.44307442	0	15.47311994	0
novel_circ_009882	0.912767486	4.916772604	0	11.7378715	0	0
novel_circ_009883	2.738302458	1.092616134	0	13.04207945	0	0
novel_circ_009885	2.738302458	6.555696805	4.081738424	2.60841589	0	0
novel_circ_009886	26.4702571	13.11139361	0	18.25891123	0	0
novel_circ_009892	12.77874481	2.731540335	6.279597576	0	0	0
novel_circ_009894	6.389372403	6.555696805	1.255919515	0	0	0
novel_circ_009895	2.738302458	4.916772604	17.26889333	18.25891123	0	0
novel_circ_009911	2.738302458	0.546308067	1.883879273	6.521039724	0	0
novel_circ_009912	0.912767486	1.638924201	0	13.04207945	0	0
novel_circ_009922	6.389372403	3.277848402	2.825818909	0	0	0
novel_circ_009924	11.86597732	3.277848402	0.941939636	0	0	0
novel_circ_009926	33.77239699	8.740929073	3.767758546	116.0745071	0	0
novel_circ_009928	16.42981475	7.648312939	11.61725552	2.60841589	0	0
novel_circ_009932	150.6066352	104.3448408	73.78527152	109.5534674	81.23387968	46.12112775
novel_circ_009933	167.03645	125.6508554	83.83262764	76.94826874	27.07795989	0
novel_circ_009934	13.69151229	5.463080671	8.791436606	7.825247669	0	0
novel_circ_009935	27.38302458	16.93555008	16.01297382	36.51782245	0	0
novel_circ_009936	141.4789603	47.52880184	38.93350497	37.8220304	27.07795989	20.88503898
novel_circ_009937	58.41711911	37.69525663	16.01297382	28.69257478	19.34139992	0
novel_circ_009940	30.12132704	7.648312939	4.395718303	3.912623834	0	0
novel_circ_009941	0.912767486	1.092616134	0	6.521039724	0	0
novel_circ_009942	241.8833838	288.9969675	737.2247554	200.8480235	139.2580794	329.8095739
novel_circ_009943	14.60427978	7.102004872	17.26889333	2.60841589	0	0
novel_circ_009944	3.651069944	1.638924201	0	11.7378715	0	0
novel_circ_009945	1.825534972	6.009388738	0	0	0	58.30406716
novel_circ_009949	2.738302458	1.092616134	2.825818909	0	0	0
novel_circ_009950	9.127674861	2.731540335	8.791436606	14.34628739	0	0
novel_circ_009954	18.25534972	15.29662588	0	7.825247669	0	0
novel_circ_009955	18.25534972	4.916772604	4.395718303	5.216831779	0	0
novel_circ_009957	6.389372403	2.731540335	0	10.43366356	0	0
novel_circ_009960	65.719259	18.02816621	9.733376243	20.86732712	0	0
novel_circ_009963	10.04044235	4.916772604	6.593577455	5.216831779	0	0
novel_circ_009968	63.89372403	37.14894856	20.722672	33.90940656	11.60483995	0
novel_circ_009969	1.825534972	4.370464537	2.825818909	23.47574301	0	0
novel_circ_009971	11.86597732	13.11139361	35.4797263	16.95470328	0	0
novel_circ_009972	7.302139889	4.370464537	6.907557334	0	0	0
novel_circ_009986	9.127674861	8.740929073	5.023678061	26.0841589	0	0
novel_circ_009987	261.051501	86.86298267	123.7080722	24.77995095	0	0
novel_circ_009988	17.34258224	19.12078235	30.77002812	0	0	0
novel_circ_009991	2.738302458	3.277848402	6.279597576	27.38836684	0	0
novel_circ_009995	32.8596295	2.731540335	0	13.04207945	0	0
novel_circ_010005	1.825534972	1.092616134	0	0	0	61.78490699
novel_circ_010009	15.51704726	8.194621006	15.07103418	32.60519862	0	0
novel_circ_010011	26.4702571	10.37985327	0	11.7378715	0	0
novel_circ_010014	16.42981475	4.916772604	6.279597576	6.521039724	0	0
novel_circ_010015	11.86597732	10.92616134	0	7.825247669	0	0
novel_circ_010028	6.389372403	0.546308067	0	7.825247669	0	0
novel_circ_010038	3.651069944	1.638924201	0	10.43366356	0	0
novel_circ_010040	15.51704726	4.370464537	0	76.94826874	0	0
novel_circ_010043	2.738302458	1.092616134	13.81511467	0	0	0
novel_circ_010048	10.95320983	8.740929073	0.941939636	0	0	0
novel_circ_010052	20.99365218	9.28723714	2.197859152	0	0	0
novel_circ_010053	12.77874481	8.740929073	5.023678061	7.825247669	0	0
novel_circ_010056	3.651069944	2.185232268	0	0	7.736559969	0
novel_circ_010066	108.6193308	19.12078235	29.82808849	0	0	0
novel_circ_010067	27.38302458	6.009388738	25.74635006	0	0	0
novel_circ_010069	10.04044235	2.185232268	3.139798788	0	0	0
novel_circ_010085	10.04044235	6.009388738	0	0	0	96.59330529
novel_circ_010086	22.81918715	7.648312939	19.78073236	0	0	89.63162563
novel_circ_010098	11.86597732	3.82415647	5.33765794	0	0	0
novel_circ_010099	1.825534972	1.092616134	0	5.216831779	0	0
novel_circ_010100	33.77239699	34.41740823	4.081738424	58.68935751	0	0
novel_circ_010101	42.90007185	27.86171142	2.197859152	0	0	0
novel_circ_010102	5.476604917	1.638924201	5.33765794	0	0	0
novel_circ_010103	20.99365218	12.56508554	54.94647879	0	0	0
novel_circ_010104	14.60427978	12.56508554	8.791436606	35.21361451	23.20967991	0
novel_circ_010112	13.69151229	8.194621006	0	10.43366356	0	0
novel_circ_010113	29.20855955	28.95432756	0	6.521039724	0	0
novel_circ_010115	55.67881665	39.8804889	7.221537212	63.90618929	0	0
novel_circ_010116	70.28309643	80.85359393	1.569899394	56.08094162	34.81451986	0
novel_circ_010119	587.822261	417.3793632	5.651637818	39.12623834	0	0
novel_circ_010124	20.08088469	14.75031781	3.453778667	15.65049534	0	0
novel_circ_010126	1.825534972	1.638924201	6.907557334	0	0	0
novel_circ_010129	40.16176939	31.68586789	17.89685309	57.38514957	0	0
novel_circ_010132	263.7898035	142.5864055	112.0908167	35.21361451	0	92.2422555
novel_circ_010133	47.46390928	33.87110016	36.10768606	0	0	0
novel_circ_010135	2.738302458	3.82415647	0	5.216831779	0	0
novel_circ_010136	5.476604917	4.370464537	4.081738424	0	0	0
novel_circ_010137	3.651069944	6.009388738	22.92053115	3.912623834	0	0
novel_circ_010138	0	3.277848402	4.709698182	0	0	26.97650868
novel_circ_010139	65.719259	46.98249377	45.21310255	62.60198135	58.02419977	0
novel_circ_010140	20.99365218	2.731540335	0.313979879	5.216831779	0	0
novel_circ_010143	0.912767486	4.916772604	3.139798788	0	0	0
novel_circ_010144	13.69151229	5.463080671	0	13.04207945	46.41935982	51.3423875
novel_circ_010147	7.302139889	3.82415647	0	0	11.60483995	0
novel_circ_010148	73.93416637	111.4468457	27.31624946	0	69.62903972	0
novel_circ_010164	17.34258224	22.39863075	15.69899394	0	0	0
novel_circ_010166	10.95320983	5.463080671	0.313979879	0	0	0
novel_circ_010168	2.738302458	3.277848402	11.93123539	0	0	0
novel_circ_010171	0.912767486	3.82415647	0	5.216831779	0	0
novel_circ_010179	0	1.638924201	3.453778667	9.129455613	0	0
novel_circ_010180	8.214907375	2.731540335	5.023678061	93.90297202	0	0
novel_circ_010181	8.214907375	5.463080671	0	65.21039724	0	0
novel_circ_010188	2.738302458	2.185232268	1.883879273	0	0	0
novel_circ_010191	71.19586391	20.21339848	0	5.216831779	0	0
novel_circ_010193	0.912767486	3.277848402	6.907557334	0	0	0
novel_circ_010199	0.912767486	3.277848402	5.023678061	0	0	0
novel_circ_010203	28.29579207	9.833545207	20.722672	56.08094162	0	0
novel_circ_010216	16.42981475	23.49124688	10.98929576	3.912623834	0	0
novel_circ_010217	22.81918715	20.75970655	29.51410861	18.25891123	0	0
novel_circ_010220	0.912767486	4.370464537	5.33765794	0	0	43.51049788
novel_circ_010224	3.651069944	12.01877748	8.163476849	0	0	0
novel_circ_010227	27.38302458	9.833545207	22.2925714	0	0	0
novel_circ_010230	211.7620568	46.98249377	0	70.42722902	0	0
novel_circ_010231	1.825534972	1.092616134	16.01297382	0	0	0
novel_circ_010233	12.77874481	1.092616134	0	0	0	98.33372521
novel_circ_010240	20.99365218	9.28723714	11.61725552	22.17153506	0	53.08280741
novel_circ_010244	31.94686201	27.31540335	37.0496257	0	0	0
novel_circ_010245	4.56383743	3.277848402	9.419396364	0	0	0
novel_circ_010255	47.46390928	25.13017109	11.93123539	49.5599019	0	0
novel_circ_010257	30.12132704	7.648312939	0	63.90618929	0	0
novel_circ_010258	22.81918715	15.84293395	0	16.95470328	0	0
novel_circ_010268	29.20855955	8.740929073	60.91209649	20.86732712	0	0
novel_circ_010280	3.651069944	1.092616134	8.163476849	0	0	0
novel_circ_010290	35.59793196	14.75031781	0	31.30099067	0	0
novel_circ_010311	43.81283933	45.88987763	10.67531588	0	0	0
novel_circ_010314	31.03409453	48.0751099	21.35063176	18.25891123	0	0
novel_circ_010316	43.81283933	79.21466973	29.82808849	0	0	0
novel_circ_010318	6.389372403	17.48185815	0.313979879	0	0	0
novel_circ_010322	5.476604917	10.37985327	8.791436606	0	0	0
novel_circ_010323	0.912767486	0.546308067	1.255919515	0	0	0
novel_circ_010331	9.127674861	4.370464537	8.477456728	0	0	0
novel_circ_010332	0	4.916772604	0.313979879	5.216831779	0	0
novel_circ_010339	10.04044235	10.37985327	0.941939636	28.69257478	0	0
novel_circ_010345	0	1.638924201	3.453778667	11.7378715	0	0
novel_circ_010346	37.42346693	20.21339848	6.593577455	45.64727807	0	0
novel_circ_010349	18.25534972	17.48185815	32.96788727	13.04207945	30.94623988	59.17427711
novel_circ_010354	38.33623442	16.38924201	5.33765794	15.65049534	0	0
novel_circ_010358	8.214907375	1.092616134	0	13.04207945	0	0
novel_circ_010368	101.317191	34.41740823	27.94420921	26.0841589	0	0
novel_circ_010374	36.51069944	20.21339848	7.221537212	10.43366356	0	0
novel_circ_010375	34.68516447	31.13955982	13.50113479	11.7378715	0	0
novel_circ_010376	83.06184123	41.5194131	0	7.825247669	0	0
novel_circ_010377	76.67246883	19.66709041	13.18715491	10.43366356	0	0
novel_circ_010379	11.86597732	7.102004872	5.33765794	15.65049534	0	0
novel_circ_010380	7.302139889	2.185232268	4.709698182	0	0	0
novel_circ_010389	11.86597732	8.740929073	1.883879273	0	0	0
novel_circ_010392	50.20221173	36.60264049	33.28186715	23.47574301	0	0
novel_circ_010393	30.12132704	19.66709041	35.79370618	39.12623834	0	0
novel_circ_010416	3.651069944	20.21339848	42.38728364	53.47252573	0	134.8825434
novel_circ_010419	27.38302458	8.194621006	0	86.07772435	0	0
novel_circ_010422	0.912767486	0.546308067	7.221537212	0	0	0
novel_circ_010423	32.8596295	0.546308067	9.105416485	0	0	0
novel_circ_010424	1.825534972	2.185232268	0	5.216831779	0	0
novel_circ_010432	136.9151229	56.81603898	146.6286034	82.16510052	23.20967991	45.25091779
novel_circ_010441	9.127674861	1.638924201	0	9.129455613	0	0
novel_circ_010449	51.11497922	42.61202923	23.23451103	49.5599019	0	0
novel_circ_010456	61.15542157	75.39051326	147.2565632	20.86732712	0	0
novel_circ_010457	58.41711911	63.37173578	21.03665188	2.60841589	7.736559969	0
novel_circ_010480	67.54479397	44.7972615	45.21310255	28.69257478	50.2876398	0
novel_circ_010486	5.476604917	14.20400974	1.569899394	0	0	0
novel_circ_010489	2.738302458	7.648312939	9.419396364	0	0	0
novel_circ_010492	15.51704726	9.28723714	4.395718303	26.0841589	0	0
novel_circ_010494	17.34258224	4.916772604	18.83879273	0	0	0
novel_circ_010506	62.06818905	28.95432756	26.37430982	13.04207945	0	0
novel_circ_010508	63.89372403	12.01877748	0	1.304207945	0	0
novel_circ_010513	22.81918715	10.92616134	16.3269537	3.912623834	0	0
novel_circ_010523	0	3.277848402	2.51183903	5.216831779	0	0
novel_circ_010526	18.25534972	26.76909529	26.6882897	0	0	87.02099576
novel_circ_010529	9.127674861	10.92616134	15.38501406	0	0	0
novel_circ_010538	3.651069944	3.82415647	7.535517091	0	0	0
novel_circ_010540	10.04044235	10.92616134	12.55919515	0	0	0
novel_circ_010542	6.389372403	12.56508554	6.907557334	0	0	0
novel_circ_010549	6.389372403	2.731540335	11.93123539	0	0	0
novel_circ_010551	54.76604917	18.57447428	44.27116291	40.43044629	38.68279985	0
novel_circ_010552	28.29579207	7.648312939	28.25818909	16.95470328	15.47311994	0
novel_circ_010553	8.214907375	0.546308067	7.535517091	0	0	0
novel_circ_010557	10.04044235	1.092616134	4.709698182	0	0	0
novel_circ_010559	0.912767486	1.092616134	12.87317503	28.69257478	0	0
novel_circ_010568	17.34258224	7.102004872	3.767758546	0	0	0
novel_circ_010587	6.389372403	7.102004872	5.651637818	0	0	0
novel_circ_010589	0.912767486	2.731540335	5.33765794	0	0	0
novel_circ_010602	2.738302458	1.092616134	5.023678061	0	0	0
novel_circ_010603	4.56383743	4.916772604	60.59811661	0	0	0
novel_circ_010605	16.42981475	10.92616134	35.4797263	22.17153506	0	0
novel_circ_010606	3.651069944	3.277848402	5.651637818	13.04207945	0	115.7379244
novel_circ_010627	54.76604917	31.13955982	6.279597576	0	0	0
novel_circ_010634	21.90641967	18.02816621	23.86247079	5.216831779	0	34.8083983
novel_circ_010635	6.389372403	1.638924201	4.709698182	0	0	0
novel_circ_010638	3.651069944	3.82415647	0	41.73465423	0	0
novel_circ_010643	1.825534972	1.092616134	6.593577455	0	0	0
novel_circ_010644	10.04044235	3.277848402	3.453778667	23.47574301	0	0
novel_circ_010651	14.60427978	7.102004872	0	6.521039724	0	0
novel_circ_010657	33.77239699	17.48185815	20.40869212	23.47574301	0	0
novel_circ_010660	121.3980756	80.30728586	133.4414485	169.5470328	15.47311994	0
novel_circ_010662	10.95320983	14.75031781	16.64093358	7.825247669	0	0
novel_circ_010667	3.651069944	1.092616134	18.52481285	0	0	0
novel_circ_010671	1.825534972	1.638924201	0	0	0	50.47217754
novel_circ_010683	15.51704726	45.34356957	22.92053115	26.0841589	0	0
novel_circ_010700	1.825534972	4.916772604	0.313979879	0	0	0
novel_circ_010706	25.55748961	12.01877748	0	80.86089257	0	0
novel_circ_010712	12.77874481	22.94493882	11.61725552	13.04207945	0	0
novel_circ_010713	7.302139889	4.370464537	17.26889333	0	0	0
novel_circ_010722	9.127674861	5.463080671	16.95491346	7.825247669	0	0
novel_circ_010724	95.84058604	57.90865511	26.06032994	22.17153506	0	0
novel_circ_010728	72.1086314	67.74220032	27.94420921	35.21361451	58.02419977	0
novel_circ_010730	6.389372403	10.92616134	4.081738424	0	0	0
novel_circ_010732	24.64472212	34.41740823	24.80441043	13.04207945	0	0
novel_circ_010735	29.20855955	43.70464537	33.28186715	50.86410985	0	85.28057584
novel_circ_010738	4.56383743	2.185232268	0	9.129455613	0	0
novel_circ_010745	1.825534972	16.93555008	4.709698182	0	0	0
novel_circ_010746	10.95320983	7.102004872	23.23451103	5.216831779	0	0
novel_circ_010748	0	6.009388738	4.395718303	0	0	69.61679661
novel_circ_010749	3.651069944	10.92616134	0	1.304207945	7.736559969	0
novel_circ_010750	23.73195464	10.37985327	4.395718303	0	0	0
novel_circ_010752	4.56383743	0.546308067	2.51183903	0	0	0
novel_circ_010755	9.127674861	1.638924201	2.197859152	2.60841589	0	0
novel_circ_010756	111.3576333	69.92743259	68.76159346	69.12302107	0	13.05314936
novel_circ_010766	8.214907375	6.009388738	4.709698182	15.65049534	15.47311994	0
novel_circ_010773	18.25534972	12.56508554	3.453778667	0	50.2876398	0
novel_circ_010774	9.127674861	3.277848402	15.38501406	11.7378715	92.83871963	30.45734851
novel_circ_010785	45.6383743	31.68586789	47.09698182	67.81881313	27.07795989	56.56364724
novel_circ_010789	48.37667676	17.48185815	6.279597576	52.16831779	0	0
novel_circ_010798	5.476604917	5.463080671	0	16.95470328	0	0
novel_circ_010804	2.738302458	1.638924201	0	11.7378715	0	0
novel_circ_010809	6.389372403	11.47246941	0.313979879	0	0	0
novel_circ_010810	1.825534972	1.638924201	5.965617697	0	0	0
novel_circ_010813	16.42981475	3.82415647	2.825818909	0	0	0
novel_circ_010814	16.42981475	10.92616134	34.53778667	27.38836684	0	0
novel_circ_010815	28.29579207	21.85232268	19.78073236	0	11.60483995	0
novel_circ_010828	3.651069944	0	2.825818909	6.521039724	0	0
novel_circ_010829	70.28309643	11.47246941	11.30327564	24.77995095	0	0
novel_circ_010830	3.651069944	1.638924201	5.651637818	0	0	0
novel_circ_010832	3.651069944	2.731540335	6.279597576	14.34628739	0	0
novel_circ_010834	31.94686201	10.37985327	9.733376243	0	0	0
novel_circ_010835	868.0418793	524.4557444	398.1264863	263.4500048	0	0
novel_circ_010836	0.912767486	0.546308067	2.825818909	0	0	0
novel_circ_010839	9.127674861	1.092616134	21.97859152	0	0	0
novel_circ_010846	3.651069944	2.185232268	13.81511467	0	0	0
novel_circ_010847	1.825534972	3.277848402	0	9.129455613	0	0
novel_circ_010848	21.90641967	8.194621006	23.86247079	14.34628739	0	0
novel_circ_010883	31.03409453	44.25095343	17.26889333	0	0	0
novel_circ_010893	11.86597732	8.740929073	0	13.04207945	7.736559969	0
novel_circ_010914	7.302139889	4.370464537	5.33765794	7.825247669	0	0
novel_circ_010915	21.90641967	1.092616134	15.07103418	0	0	0
novel_circ_010917	0	1.092616134	0	23.47574301	23.20967991	0
novel_circ_010927	25.55748961	4.916772604	8.791436606	0	0	0
novel_circ_010931	8.214907375	3.277848402	14.44307442	11.7378715	0	0
novel_circ_010939	8.214907375	12.01877748	20.722672	0	0	0
novel_circ_010940	35.59793196	37.14894856	5.651637818	0	0	0
novel_circ_010941	37.42346693	13.11139361	20.09471224	0	0	0
novel_circ_010942	47.46390928	34.41740823	55.57443855	0	0	0
novel_circ_010944	20.08088469	25.67647915	44.89912267	0	0	0
novel_circ_010955	7.302139889	6.555696805	5.023678061	0	0	0
novel_circ_010973	3.651069944	4.916772604	0	5.216831779	0	0
novel_circ_010979	6.389372403	11.47246941	0	2.60841589	0	0
novel_circ_010980	20.99365218	18.57447428	4.081738424	2.60841589	0	0
novel_circ_010981	39.2490019	6.555696805	6.907557334	18.25891123	0	0
novel_circ_010985	15.51704726	12.01877748	4.709698182	0	11.60483995	0
novel_circ_010988	25.55748961	16.93555008	19.46675249	15.65049534	0	0
novel_circ_010989	29.20855955	26.22278722	25.1183903	0	23.20967991	12.18293941
novel_circ_010991	88.53844615	45.88987763	62.79597576	56.08094162	73.49731971	314.1457947
novel_circ_010993	36.51069944	42.61202923	37.99156534	3.912623834	0	0
novel_circ_010994	5.476604917	14.20400974	4.081738424	16.95470328	11.60483995	0
novel_circ_010996	415.3092062	215.2453784	119.9403137	383.4371358	425.5107983	602.1852906
novel_circ_011007	58.41711911	47.52880184	91.05416485	147.3754978	181.8091593	266.284247
novel_circ_011008	14.60427978	15.84293395	21.35063176	22.17153506	0	0
novel_circ_011017	1214.893524	731.5065018	220.099895	727.7480332	73.49731971	31.32755847
novel_circ_011018	6.389372403	7.648312939	1.883879273	2.60841589	0	0
novel_circ_011024	2.738302458	1.638924201	0	1.304207945	0	0
novel_circ_011032	2.738302458	4.370464537	0	15.65049534	0	0
novel_circ_011033	1.825534972	4.370464537	0	9.129455613	0	0
novel_circ_011042	0	0.546308067	3.767758546	10.43366356	0	0
novel_circ_011043	5.476604917	2.185232268	2.51183903	0	0	0
novel_circ_011046	13.69151229	9.28723714	40.81738424	23.47574301	0	22.6254589
novel_circ_011047	151.5194027	49.7140341	115.5445954	16.95470328	23.20967991	0
novel_circ_011048	87.62567866	8.740929073	17.58287321	14.34628739	0	0
novel_circ_011049	9.127674861	2.185232268	0	5.216831779	0	0
novel_circ_011052	7.302139889	5.463080671	0	9.129455613	0	0
novel_circ_011054	0	9.28723714	7.535517091	20.86732712	0	0
novel_circ_011063	29.20855955	15.84293395	66.24975443	20.86732712	46.41935982	0
novel_circ_011064	19.16811721	12.56508554	16.64093358	35.21361451	7.736559969	0
novel_circ_011074	10.04044235	9.28723714	4.395718303	20.86732712	0	0
novel_circ_011077	8.214907375	6.555696805	9.105416485	0	0	0
novel_circ_011078	5.476604917	1.638924201	4.081738424	0	0	0
novel_circ_011080	2.738302458	6.009388738	1.883879273	0	0	0
novel_circ_011082	273.8302458	85.77036653	50.86474037	136.9418342	0	0
novel_circ_011089	19.16811721	21.85232268	26.06032994	2.60841589	0	0
novel_circ_011090	5.476604917	3.277848402	5.33765794	0	0	0
novel_circ_011091	21.90641967	11.47246941	22.2925714	44.34307012	0	0
novel_circ_011095	0	1.092616134	0	2.60841589	42.55107983	0
novel_circ_011096	38.33623442	35.51002436	0	33.90940656	0	0
novel_circ_011102	3.651069944	7.102004872	9.105416485	13.04207945	0	0
novel_circ_011104	9.127674861	2.185232268	0.313979879	0	0	0
novel_circ_011106	13.69151229	4.916772604	6.907557334	0	0	0
novel_circ_011109	22.81918715	10.37985327	0	10.43366356	0	0
novel_circ_011115	0	3.82415647	4.395718303	24.77995095	0	0
novel_circ_011121	37.42346693	68.28850838	65.62179467	66.51460518	73.49731971	9.572309533
novel_circ_011126	17.34258224	10.37985327	8.163476849	0	0	0
novel_circ_011128	24.64472212	9.833545207	10.04735612	48.25569396	0	0
novel_circ_011131	13.69151229	12.01877748	8.477456728	9.129455613	7.736559969	0
novel_circ_011132	12.77874481	6.555696805	0	0	30.94623988	12.18293941
novel_circ_011135	20.08088469	9.833545207	6.279597576	0	0	0
novel_circ_011153	0.912767486	7.102004872	3.139798788	3.912623834	0	0
novel_circ_011154	42.90007185	8.740929073	27.63022933	14.34628739	0	0
novel_circ_011172	3.651069944	1.638924201	11.30327564	9.129455613	0	0
novel_circ_011176	3.651069944	2.185232268	0.313979879	18.25891123	0	0
novel_circ_011184	16.42981475	1.092616134	0	9.129455613	0	0
novel_circ_011187	130.5257505	51.89926637	17.58287321	39.12623834	0	0
novel_circ_011202	4.56383743	20.21339848	2.51183903	67.81881313	46.41935982	42.64028792
novel_circ_011217	13.69151229	16.38924201	1.883879273	0	0	0
novel_circ_011218	30.12132704	1.092616134	5.023678061	0	23.20967991	0
novel_circ_011233	3.651069944	0	3.767758546	15.65049534	0	0
novel_circ_011235	12.77874481	16.93555008	13.18715491	0	0	0
novel_circ_011242	15.51704726	12.56508554	9.419396364	0	0	0
novel_circ_011245	29.20855955	6.555696805	10.67531588	0	7.736559969	0
novel_circ_011249	10.04044235	3.82415647	0.627959758	0	0	0
novel_circ_011255	7.302139889	7.102004872	16.01297382	14.34628739	19.34139992	39.15944809
novel_circ_011256	10.95320983	20.21339848	11.30327564	15.65049534	0	0
novel_circ_011267	3.651069944	0.546308067	0	0	65.76075974	0
novel_circ_011273	20.08088469	9.833545207	31.084008	19.56311917	0	0
novel_circ_011281	2.738302458	0.546308067	9.733376243	3.912623834	0	0
novel_circ_011283	10.95320983	2.731540335	0.941939636	0	58.02419977	0
novel_circ_011284	6.389372403	6.555696805	0	6.521039724	42.55107983	0
novel_circ_011285	7.302139889	2.185232268	13.81511467	0	0	0
novel_circ_011286	0.912767486	2.731540335	0.941939636	9.129455613	0	0
novel_circ_011288	1.825534972	2.185232268	2.197859152	0	0	0
novel_circ_011289	10.95320983	25.13017109	22.60655127	13.04207945	0	0
novel_circ_011291	3.651069944	2.185232268	1.883879273	0	0	0
novel_circ_011292	9.127674861	6.009388738	5.651637818	0	0	0
novel_circ_011293	71.19586391	16.38924201	21.97859152	10.43366356	0	0
novel_circ_011303	22.81918715	3.277848402	0	23.47574301	0	0
novel_circ_011308	2.738302458	1.092616134	8.477456728	0	0	0
novel_circ_011311	13.69151229	8.740929073	6.279597576	0	0	0
novel_circ_011314	6.389372403	8.740929073	18.52481285	0	0	0
novel_circ_011315	0.912767486	6.009388738	5.651637818	0	0	0
novel_circ_011321	94.92781855	98.88176014	30.14206837	46.95148601	0	0
novel_circ_011326	11.86597732	0.546308067	0	6.521039724	0	0
novel_circ_011328	211.7620568	264.9594125	329.3648929	770.7868953	611.1882376	1092.983707
novel_circ_011334	10.95320983	6.009388738	1.883879273	0	46.41935982	0
novel_circ_011335	26.4702571	18.57447428	10.361336	58.68935751	0	0
novel_circ_011336	21.90641967	13.11139361	53.3765794	57.38514957	0	67.87637669
novel_circ_011348	10.95320983	5.463080671	3.767758546	9.129455613	0	0
novel_circ_011355	3.651069944	1.092616134	4.081738424	0	0	0
novel_circ_011360	16.42981475	9.833545207	2.197859152	9.129455613	0	0
novel_circ_011375	4.56383743	2.185232268	10.361336	0	0	0
novel_circ_011376	15.51704726	8.740929073	12.87317503	2.60841589	0	0
novel_circ_011377	50.20221173	12.01877748	30.14206837	0	0	0
novel_circ_011392	1.825534972	2.731540335	9.419396364	0	0	0
novel_circ_011393	7.302139889	4.916772604	6.907557334	0	0	0
novel_circ_011394	1.825534972	1.092616134	13.81511467	0	0	0
novel_circ_011403	58.41711911	76.48312939	103.2993801	39.12623834	38.68279985	0
novel_circ_011405	52.94051419	46.98249377	19.46675249	1.304207945	0	0
novel_circ_011408	18.25534972	3.82415647	21.97859152	0	0	0
novel_circ_011409	83.97460872	81.94621006	62.48199588	7.825247669	0	0
novel_circ_011410	6.389372403	8.194621006	31.084008	1.304207945	0	0
novel_circ_011415	0	1.092616134	3.767758546	7.825247669	0	0
novel_circ_011424	13.69151229	4.370464537	0	27.38836684	0	0
novel_circ_011426	21.90641967	10.92616134	18.21083297	50.86410985	0	0
novel_circ_011431	6.389372403	2.731540335	0	15.65049534	0	0
novel_circ_011437	3.651069944	2.731540335	13.18715491	0	0	0
novel_circ_011450	0	0.546308067	0.627959758	5.216831779	0	0
novel_circ_011451	39.2490019	46.4361857	30.14206837	0	0	0
novel_circ_011454	22.81918715	13.65770168	6.593577455	0	0	0
novel_circ_011456	18.25534972	10.37985327	0	0	34.81451986	0
novel_circ_011462	130.5257505	81.94621006	25.74635006	66.51460518	0	0
novel_circ_011463	29.20855955	21.85232268	26.37430982	49.5599019	3.868279985	0
novel_circ_011475	35.59793196	15.29662588	16.01297382	89.99034819	19.34139992	0
novel_circ_011487	11.86597732	1.092616134	1.883879273	0	0	0
novel_circ_011489	0	0.546308067	5.023678061	15.65049534	0	0
novel_circ_011491	1.825534972	4.916772604	10.67531588	19.56311917	23.20967991	0
novel_circ_011496	0	3.277848402	7.535517091	0	23.20967991	0
novel_circ_011513	10.95320983	3.277848402	0	11.7378715	0	0
